Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,concept:instance,lifecycle:transition,concept:name,responsible,department,group,channel
case-7012,T04 Determine confirmation of receipt - complete,Resource02,2011-04-20 09:58:32.879,Variant 1,1,Group 3,task-21298,complete,T04 Determine confirmation of receipt,Resource02,General,,Desk
case-7012,T05 Print and send confirmation of receipt - complete,Resource02,2011-04-20 09:58:50.381,Variant 1,1,Group 2,task-21300,complete,T05 Print and send confirmation of receipt,Resource02,General,,Desk
case-7012,T06 Determine necessity of stop advice - complete,Resource02,2011-04-20 10:03:16.476,Variant 1,1,Group 1,task-21297,complete,T06 Determine necessity of stop advice,Resource02,General,,Desk
case-7012,T10 Determine necessity to stop indication - complete,Resource02,2011-04-20 10:03:38.168,Variant 1,1,Group 1,task-21304,complete,T10 Determine necessity to stop indication,Resource02,General,,Desk
case-7014,Confirmation of receipt - complete,Resource08,2011-04-19 15:59:00.266,Variant 1,1,EMPTY,task-20664,complete,Confirmation of receipt,Resource08,General,,Internet
case-7014,T02 Check confirmation of receipt - complete,Resource08,2011-04-19 15:59:41.587,Variant 1,1,EMPTY,task-21204,complete,T02 Check confirmation of receipt,Resource08,General,,Internet
case-7014,T04 Determine confirmation of receipt - complete,Resource08,2011-04-19 16:00:49.544,Variant 1,1,EMPTY,task-21207,complete,T04 Determine confirmation of receipt,Resource08,General,,Internet
case-7014,T05 Print and send confirmation of receipt - complete,Resource08,2011-04-19 16:01:30.609,Variant 1,1,EMPTY,task-21212,complete,T05 Print and send confirmation of receipt,Resource08,General,,Internet
case-7014,T06 Determine necessity of stop advice - complete,Resource08,2011-04-19 16:03:31.448,Variant 1,1,Group 1,task-21205,complete,T06 Determine necessity of stop advice,Resource08,General,,Internet
case-7014,T10 Determine necessity to stop indication - complete,Resource08,2011-04-19 16:04:01.405,Variant 1,1,Group 1,task-21215,complete,T10 Determine necessity to stop indication,Resource08,General,,Internet
case-7016,Confirmation of receipt - complete,Resource12,2011-05-02 12:46:29.233,Variant 91,91,EMPTY,task-20668,complete,Confirmation of receipt,Resource12,General,,Internet
case-7016,T02 Check confirmation of receipt - complete,Resource12,2011-05-02 13:34:32.918,Variant 91,91,Group 4,task-23112,complete,T02 Check confirmation of receipt,Resource12,General,,Internet
case-7016,T04 Determine confirmation of receipt - complete,Resource12,2011-05-02 13:34:59.433,Variant 91,91,Group 3,task-23145,complete,T04 Determine confirmation of receipt,Resource12,General,,Internet
case-7016,T05 Print and send confirmation of receipt - complete,Resource12,2011-05-02 13:37:26.441,Variant 91,91,Group 2,task-23146,complete,T05 Print and send confirmation of receipt,Resource12,General,,Internet
case-7016,T06 Determine necessity of stop advice - complete,Resource12,2011-05-02 13:45:23.536,Variant 91,91,Group 1,task-23113,complete,T06 Determine necessity of stop advice,Resource12,General,,Internet
case-7016,T07-1 Draft intern advice aspect 1 - complete,Resource12,2011-05-02 13:46:25.341,Variant 91,91,Group 13,task-23159,complete,T07-1 Draft intern advice aspect 1,Resource12,General,,Internet
case-7016,T08 Draft and send request for advice - complete,Resource12,2011-05-02 13:47:15.573,Variant 91,91,Group 1,task-23158,complete,T08 Draft and send request for advice,Resource12,General,,Internet
case-7016,T09-4 Process or receive external advice from party 4 - complete,Resource12,2011-05-02 13:47:38.397,Variant 91,91,Group 1,task-23160,complete,T09-4 Process or receive external advice from party 4,Resource12,General,,Internet
case-7016,T06 Determine necessity of stop advice - complete,Resource12,2011-05-02 13:48:15.157,Variant 91,91,Group 1,task-23161,complete,T06 Determine necessity of stop advice,Resource12,General,,Internet
case-7016,T10 Determine necessity to stop indication - complete,Resource12,2011-05-02 13:48:51.151,Variant 91,91,Group 1,task-23162,complete,T10 Determine necessity to stop indication,Resource12,General,,Internet
case-7036,Confirmation of receipt - complete,admin2,2011-06-06 16:34:14.325,Variant 3,3,EMPTY,task-20694,complete,Confirmation of receipt,Resource09,General,,Internet
case-7037,Confirmation of receipt - complete,Resource15,2011-04-18 13:37:20.938,Variant 1,1,EMPTY,task-20700,complete,Confirmation of receipt,Resource15,General,,Internet
case-7037,T02 Check confirmation of receipt - complete,Resource15,2011-04-18 13:37:38.054,Variant 1,1,Group 4,task-20817,complete,T02 Check confirmation of receipt,Resource15,General,,Internet
case-7037,T04 Determine confirmation of receipt - complete,Resource15,2011-04-18 13:37:50.086,Variant 1,1,Group 3,task-20819,complete,T04 Determine confirmation of receipt,Resource15,General,,Internet
case-7037,T05 Print and send confirmation of receipt - complete,admin1,2011-04-18 15:13:03.793,Variant 1,1,Group 2,task-20820,complete,T05 Print and send confirmation of receipt,Resource15,General,,Internet
case-7037,T06 Determine necessity of stop advice - complete,Resource15,2011-04-28 11:59:24.001,Variant 1,1,Group 1,task-20818,complete,T06 Determine necessity of stop advice,Resource15,General,,Internet
case-7037,T10 Determine necessity to stop indication - complete,Resource15,2011-04-28 11:59:37.948,Variant 1,1,Group 1,task-22580,complete,T10 Determine necessity to stop indication,Resource15,General,,Internet
case-7042,Confirmation of receipt - complete,admin2,2011-06-30 09:41:24.724,Variant 3,3,EMPTY,task-20724,complete,Confirmation of receipt,Resource09,General,,Internet
case-7043,Confirmation of receipt - complete,Resource02,2011-04-20 15:06:51.527,Variant 1,1,EMPTY,task-20732,complete,Confirmation of receipt,Resource02,General,,Internet
case-7043,T02 Check confirmation of receipt - complete,Resource02,2011-04-20 15:07:09.279,Variant 1,1,Group 4,task-21517,complete,T02 Check confirmation of receipt,Resource02,General,,Internet
case-7043,T04 Determine confirmation of receipt - complete,Resource02,2011-04-20 15:07:23.977,Variant 1,1,Group 3,task-21519,complete,T04 Determine confirmation of receipt,Resource02,General,,Internet
case-7043,T05 Print and send confirmation of receipt - complete,Resource02,2011-04-20 15:07:35.257,Variant 1,1,Group 2,task-21520,complete,T05 Print and send confirmation of receipt,Resource02,General,,Internet
case-7043,T06 Determine necessity of stop advice - complete,Resource02,2011-04-21 09:08:09.585,Variant 1,1,Group 1,task-21518,complete,T06 Determine necessity of stop advice,Resource02,General,,Internet
case-7043,T10 Determine necessity to stop indication - complete,Resource02,2011-04-21 09:11:02.282,Variant 1,1,Group 1,task-21613,complete,T10 Determine necessity to stop indication,Resource02,General,,Internet
case-7045,Confirmation of receipt - complete,Resource17,2011-04-21 15:38:27.803,Variant 9,9,EMPTY,task-20758,complete,Confirmation of receipt,Resource04,General,,Internet
case-7045,T06 Determine necessity of stop advice - complete,Resource17,2011-04-21 15:38:44.484,Variant 9,9,Group 1,task-21957,complete,T06 Determine necessity of stop advice,Resource04,General,,Internet
case-7045,T02 Check confirmation of receipt - complete,Resource17,2011-04-21 15:39:55.285,Variant 9,9,EMPTY,task-21956,complete,T02 Check confirmation of receipt,Resource04,General,,Internet
case-7045,T10 Determine necessity to stop indication - complete,Resource17,2011-04-21 15:40:11.961,Variant 9,9,Group 1,task-21958,complete,T10 Determine necessity to stop indication,Resource04,General,,Internet
case-7045,T04 Determine confirmation of receipt - complete,Resource17,2011-04-21 15:41:04.015,Variant 9,9,EMPTY,task-21959,complete,T04 Determine confirmation of receipt,Resource04,General,,Internet
case-7045,T05 Print and send confirmation of receipt - complete,Resource17,2011-04-21 15:41:20.605,Variant 9,9,Group 2,task-21961,complete,T05 Print and send confirmation of receipt,Resource04,General,,Internet
case-7047,Confirmation of receipt - complete,Resource07,2011-05-02 08:54:36.776,Variant 1,1,EMPTY,task-20769,complete,Confirmation of receipt,Resource11,General,,Internet
case-7047,T02 Check confirmation of receipt - complete,Resource07,2011-05-02 08:55:15.908,Variant 1,1,Group 4,task-22864,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-7047,T04 Determine confirmation of receipt - complete,Resource07,2011-05-02 08:55:32.081,Variant 1,1,Group 3,task-22866,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-7047,T05 Print and send confirmation of receipt - complete,Resource07,2011-05-02 08:55:47.953,Variant 1,1,Group 2,task-22867,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-7047,T06 Determine necessity of stop advice - complete,Resource07,2011-05-02 08:56:10.221,Variant 1,1,Group 1,task-22865,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-7047,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 14:20:59.566,Variant 1,1,Group 1,task-22868,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-7048,Confirmation of receipt - complete,Resource07,2011-05-02 09:05:51.779,Variant 1,1,EMPTY,task-20791,complete,Confirmation of receipt,Resource11,General,,Internet
case-7048,T02 Check confirmation of receipt - complete,Resource07,2011-05-02 09:06:11.004,Variant 1,1,Group 4,task-22880,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-7048,T04 Determine confirmation of receipt - complete,Resource07,2011-05-02 09:06:29.623,Variant 1,1,Group 3,task-22882,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-7048,T05 Print and send confirmation of receipt - complete,Resource07,2011-05-02 09:06:39.589,Variant 1,1,Group 2,task-22883,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-7048,T06 Determine necessity of stop advice - complete,Resource07,2011-05-02 09:06:52.392,Variant 1,1,Group 1,task-22881,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-7048,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 14:30:23.939,Variant 1,1,Group 1,task-22884,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-7051,Confirmation of receipt - complete,Resource07,2011-05-02 10:21:53.200,Variant 1,1,EMPTY,task-20806,complete,Confirmation of receipt,Resource11,General,,Internet
case-7051,T02 Check confirmation of receipt - complete,Resource07,2011-05-02 10:22:25.428,Variant 1,1,Group 4,task-22966,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-7051,T04 Determine confirmation of receipt - complete,Resource07,2011-05-02 10:22:40.005,Variant 1,1,Group 3,task-22968,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-7051,T05 Print and send confirmation of receipt - complete,Resource07,2011-05-02 10:22:53.654,Variant 1,1,Group 2,task-22970,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-7051,T06 Determine necessity of stop advice - complete,Resource07,2011-05-02 10:23:05.243,Variant 1,1,Group 1,task-22967,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-7051,T10 Determine necessity to stop indication - complete,Resource01,2011-05-12 15:39:41.777,Variant 1,1,Group 1,task-22971,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-7052,Confirmation of receipt - complete,Resource07,2011-05-02 09:14:09.273,Variant 6,6,EMPTY,task-20809,complete,Confirmation of receipt,Resource11,General,,Internet
case-7052,T06 Determine necessity of stop advice - complete,Resource07,2011-05-02 09:14:29.481,Variant 6,6,Group 1,task-22889,complete,T06 Determine necessity of stop advice,Resource11,General,,Internet
case-7052,T02 Check confirmation of receipt - complete,Resource07,2011-05-02 09:14:50.121,Variant 6,6,Group 4,task-22888,complete,T02 Check confirmation of receipt,Resource11,General,,Internet
case-7052,T04 Determine confirmation of receipt - complete,Resource07,2011-05-02 09:15:05.702,Variant 6,6,Group 3,task-22891,complete,T04 Determine confirmation of receipt,Resource11,General,,Internet
case-7052,T05 Print and send confirmation of receipt - complete,Resource07,2011-05-02 09:15:21.277,Variant 6,6,Group 2,task-22892,complete,T05 Print and send confirmation of receipt,Resource11,General,,Internet
case-7052,T10 Determine necessity to stop indication - complete,Resource07,2011-05-12 15:28:54.187,Variant 6,6,Group 1,task-22890,complete,T10 Determine necessity to stop indication,Resource11,General,,Internet
case-7053,Confirmation of receipt - complete,Resource17,2011-05-30 13:39:34.619,Variant 4,4,EMPTY,task-20810,complete,Confirmation of receipt,Resource17,General,,Internet
case-7053,T02 Check confirmation of receipt - complete,Resource17,2011-05-30 13:39:50.681,Variant 4,4,Group 4,task-27123,complete,T02 Check confirmation of receipt,Resource17,General,,Internet
case-7053,T06 Determine necessity of stop advice - complete,Resource17,2011-05-30 13:40:00.596,Variant 4,4,Group 1,task-27124,complete,T06 Determine necessity of stop advice,Resource17,General,,Internet
case-7053,T10 Determine necessity to stop indication - complete,Resource17,2011-05-30 13:40:15.683,Variant 4,4,Group 1,task-27126,complete,T10 Determine necessity to stop indication,Resource17,General,,Internet
case-7053,T04 Determine confirmation of receipt - complete,Resource17,2011-05-30 13:40:54.484,Variant 4,4,Group 3,task-27125,complete,T04 Determine confirmation of receipt,Resource17,General,,Internet
case-7053,T05 Print and send confirmation of receipt - complete,Resource17,2011-05-30 13:41:15.724,Variant 4,4,Group 2,task-27131,complete,T05 Print and send confirmation of receipt,Resource17,General,,Internet
case-7058,Confirmation of receipt - complete,Resource15,2011-04-21 08:57:21.371,Variant 5,5,EMPTY,task-20824,complete,Confirmation of receipt,Resource15,General,,Internet
case-7058,T02 Check confirmation of receipt - complete,Resource15,2011-04-21 08:57:36.097,Variant 5,5,Group 4,task-21597,complete,T02 Check confirmation of receipt,Resource15,General,,Internet
case-7058,T04 Determine confirmation of receipt - complete,Resource15,2011-04-21 08:57:50.896,Variant 5,5,Group 3,task-21599,complete,T04 Determine confirmation of receipt,Resource15,General,,Internet
